,color-count,Product_Title,selling_proposition,Final_Amount,discount,rank-title,rank-sub,Org_Amount
316,0.0,Manfinity Basics Men 2pcs Scoop Neck Solid Tank Top,100.0,829.35,24.0,Unranked(New),Simple Menswear,1091.25
317,4.0,Manfinity Basics Men 4pcs Round Neck Solid Tee,5100.0,2255.2999999999997,17.0,Unranked(New),Simple Menswear,2717.2289156626503
318,10.0,Manfinity Homme Men Summer Daily Wear Plain Hoodie And Shorts Set,1900.0,1731.8500000000001,17.0,Unranked(New),Simple Menswear,2086.5662650602408
319,6.0,TOM & JERRY X SHEIN Manfinity Hypemode Men Cartoon And Letter Graphic Drawstring Waist Shorts,3200.0,1652.05,13.0,Unranked(New),Simple Menswear,1898.9080459770114
320,4.0,Manfinity Homme Men's Letter Print Short Sleeve T-Shirt,0.0,740.05,12.0,#1 Best Seller,In Slim Fit Men Clothing,840.9659090909091
321,10.0,Manfinity Homme Men's Letter Printed Short Sleeve T-Shirt,0.0,630.8,16.0,#5 Best Seller,in Red Men Tops,750.9523809523808
322,18.0,"She's Everything, He's Just Ken Mens T-Shirt",0.0,1995.0,0.0,Unranked(New),Simple Menswear,1995.0
323,5.0,Men Fashion Casual Loose Fit Printed Round Neck Short Sleeve T-Shirt And Shorts Set,2800.0,1509.55,13.0,Unranked(New),Simple Menswear,1735.1149425287356
324,9.0,Manfinity Men Drawstring Waist Slant Pocket Shorts,1400.0,1082.05,14.0,Unranked(New),Simple Menswear,1258.1976744186047
325,7.0,Men's Short Sleeve T-Shirt With Headphone Print,3400.0,711.5500000000001,12.0,Unranked(New),Simple Menswear,808.5795454545455
326,0.0,Plus Size Men's Summer Round Neck Letter & Pentagram Printed Short Sleeve Casual T-Shirt,0.0,460.74999999999994,51.0,Unranked(New),Simple Menswear,940.3061224489794
327,12.0,Manfinity RSRT Men's Coconut Tree Printed Short Sleeve T-Shirt,0.0,749.55,12.0,#6 Best Seller,in Tropical Men Tops,851.7613636363636
328,18.0,Grit Don't Quit Detroit Mens T-Shirt,0.0,1995.0,0.0,Unranked(New),Simple Menswear,1995.0
329,5.0,ROMWE Prep Men Letter Graphic Contrast Trim Drawstring Waist Shorts,7700.0,1091.55,18.0,Unranked(New),Simple Menswear,1331.158536585366
330,5.0,Manfinity RSRT Men's Graphic Print Short Sleeve T-Shirt And Shorts 2pcs/Set,0.0,1557.05,14.0,#8 Best Seller,in Tropical Men T-Shirt Co-ords,1810.5232558139535
331,0.0,Manfinity Homme Men Color Block Tee & Drawstring Waist Shorts,0.0,1398.4,17.0,#5 Best Seller,in Colorblock Men T-Shirt Co-ords,1684.8192771084337
332,4.0,Men Tape & Slogan Graphic Tee,1700.0,711.5500000000001,12.0,Unranked(New),Simple Menswear,808.5795454545455
333,0.0,Manfinity RSRT Loose Fit Men's Drawstring Waist Paisley & Patchwork Print Shorts,2200.0,515.85,50.0,Unranked(New),Simple Menswear,1031.7
334,15.0,Embroidered Strawberry Patch (Pocket Print) Mens T-Shirt,0.0,1900.0,0.0,Unranked(New),Simple Menswear,1900.0
335,7.0,Men Slogan Graphic Tee,1100.0,536.75,37.0,Unranked(New),Simple Menswear,851.984126984127
336,0.0,Manfinity VCAY Men Beach Outfits Summer Vacation Basic Knit Casual Surfing Seaside Beach Oversize Boho Hawaiian T Shirt Beachwear,20.0,958.55,12.0,Unranked(New),Simple Menswear,1089.2613636363637
337,7.0,Men Slogan Graphic Tee,2300.0,309.7,61.0,Unranked(New),Simple Menswear,794.1025641025641
338,11.0,Manfinity Homme Men Round Neck Pocket Printed Short Sleeve T-Shirt For Summer,400.0,622.25,36.0,Unranked(New),Simple Menswear,972.265625
339,9.0,Manfinity Swimmode Men's Palm Tree Printed Beach Shorts,0.0,1101.05,6.0,#4 Best Seller,in Boho Men Beach Shorts,1171.3297872340424
340,14.0,Ork Miniature Tabletop Wargaming Waagh Mens T-Shirt,0.0,1805.0,0.0,Unranked(New),Simple Menswear,1805.0
341,6.0,Manfinity Homme Men Solid Button Up Shirt,2000.0,1424.05,7.0,Unranked(New),Simple Menswear,1531.236559139785
342,0.0,Manfinity Swimmode Men Drawstring Waist Phone Pocket Swim Trunks,600.0,859.7500000000001,31.0,Unranked(New),Simple Menswear,1246.0144927536235
343,0.0,Men Astronaut And Letter Graphic Tee,1100.0,637.45,21.0,Unranked(New),Simple Menswear,806.8987341772153
344,0.0,Manfinity LEGND Men's Drawstring Waist 2 In 1 Shorts Jersey Graphic Poker Boyfriend Gift,0.0,987.0500000000001,13.0,#2 Best Sellers,in Men Jersey,1134.5402298850574
345,7.0,Manfinity Homme Men Letter Graphic Tee & Drawstring Waist Shorts,0.0,1352.8,17.0,#1 Best Seller,in Yellow Men Clothing,1629.879518072289
346,0.0,"Manfinity RSRT Men's Printed Single Button Slim Fit Short Sleeve Shirt And Solid Color Shorts Set, Perfect For Summer Vacation",0.0,1642.55,6.0,Unranked(New),Simple Menswear,1747.3936170212767
347,0.0,ROMWE Street Life Men Tropical Print Shorts,700.0,562.4,37.0,Unranked(New),Simple Menswear,892.6984126984127
348,0.0,Men's Letter Printed Round Neck Casual Comfy T-Shirt For Work And Leisure,4900.0,784.6999999999999,12.0,Unranked(New),Simple Menswear,891.7045454545455
349,8.0,Manfinity Hypemode Men Cartoon Graphic Tee & Drawstring Waist Shorts,0.0,1405.05,13.0,#6 Best Seller,in Green Men T-Shirt Co-ords,1615.0
350,4.0,Manfinity RSRT Men Tropical Print Tee & Drawstring Waist Shorts,0.0,1217.9,17.0,#1 Best Seller,in Orange Men T-Shirt Co-ords,1467.3493975903616
351,0.0,Manfinity Hypemode Men 3Pcs Letter Patched Drawstring Waist Track Shorts Sweat Plain Light Blue,0.0,2517.5,18.0,#10 Best Seller,in Patched Men Shorts,3070.121951219512
352,0.0,Nearly There Camping Without Beer Black Father'S Day Mens Graphic Cotton Tank Top,0.0,2374.0499999999997,7.0,Unranked(New),Simple Menswear,2552.7419354838707
353,0.0,Manfinity Sporsity Men Letter Graphic Shorts,2400.0,863.55,13.0,Unranked(New),Simple Menswear,992.5862068965517
354,0.0,ROMWE Street Life Men Letter Graphic Drawstring Waist Shorts,0.0,883.5000000000001,17.0,#5 Best Seller,in Khaki Men Shorts,1064.4578313253014
355,0.0,Men's Letter Print Round Neck T-Shirt,3300.0,768.55,11.0,Unranked(New),Simple Menswear,863.5393258426966
356,0.0,Manfinity Basics Men Zip Front Thermal Hoodie,200.0,1420.25,39.0,Unranked(New),Simple Menswear,2328.27868852459
357,16.0,Men's Letter Print Short Sleeve T-Shirt,1000.0,506.35,37.0,Unranked(New),Simple Menswear,803.7301587301587
358,10.0,Nuts Quote George Washington Carver Mens T-Shirt,0.0,1805.0,0.0,Unranked(New),Simple Menswear,1805.0
359,7.0,Manfinity Swimmode Men Letter Patched Cut And Sew Swim Trunks,5000.0,1224.55,7.0,Unranked(New),Simple Menswear,1316.720430107527
360,0.0,Men's Striped Patchwork Edge Short Sleeve T-Shirt And Shorts Set,700.0,1295.8,22.0,Unranked(New),Simple Menswear,1661.2820512820513
361,0.0,Manfinity Homme Loose Fit Men's Floral & Japanese Letter Printed Shorts With Drawstring Waist,1600.0,844.5500000000001,12.0,Unranked(New),Simple Menswear,959.7159090909091
362,7.0,Manfinity Homme Loose Men's Drawstring Waist Shorts With Zippered Pockets,0.0,854.0500000000001,13.0,#10 Best Seller,In Zipper Men Clothing,981.6666666666666
363,5.0,Men Short Sleeve And Shorts Set New Summer Button Closure Henry Shirt And Elastic Waist Drawstring Shorts Solid Color Outfit,300.0,1129.55,28.0,Unranked(New),Simple Menswear,1568.8194444444443
364,0.0,ROMWE Street Life Men's Palm Tree & Letter Print Drawstring Waist Basketball Shorts,0.0,1069.7,15.0,#3 Best Seller,in Tropical Men Shorts,1258.4705882352941
365,0.0,Manfinity Homme Men's Floral Printed Casual Summer Shorts Pattern Graphic Colorful Going Out,0.0,1205.55,14.0,#8 Best Seller,in All Over Print Men Bottoms,1401.8023255813953
366,0.0,"Manfinity LEGND Loose Men's Plus Size Letter Print Cargo Pants With Flap Pockets, Drawstring Waist And Side Stripes",0.0,1429.75,27.0,#3 Best Seller,in Street Men Plus Size Pants,1958.5616438356165
367,6.0,Manfinity Homme Men's Colorblock Short Sleeve Round Neck T-Shirt,0.0,901.5500000000001,14.0,#4 Best Seller,in Yellow Men Clothing,1048.3139534883721
368,0.0,Men's Gaming Console Printed Short Sleeve T-Shirt,0.0,694.4499999999999,11.0,#5 Best Seller,in Graphic Men T-Shirts,780.2808988764045
369,0.0,Manfinity Homme Men Floral & Slogan Graphic Tee & Drawstring Waist Shorts Set,0.0,1481.05,13.0,#2 Best Seller,in Slogan Men T-Shirt Co-ords,1702.3563218390805
370,4.0,ROMWE Street Life Men Paisley Print Drawstring Waist Shorts,2800.0,1009.85,18.0,Unranked(New),Simple Menswear,1231.5243902439024
371,0.0,Manfinity Hypemode Manfinity Sporsity Men's Color Block Woven Belt Splice Drawstring Waist Grey Shorts,1000.0,735.3000000000001,46.0,Unranked(New),Simple Menswear,1361.6666666666667
372,4.0,Manfinity LEGND Men Summer Casual Color-Block Striped Short Sleeve T-Shirt,200.0,787.55,13.0,Unranked(New),Simple Menswear,905.2298850574713
373,8.0,Manfinity UrbanChill Men Cotton Slogan Graphic Tee,1000.0,892.0500000000001,13.0,Unranked(New),Simple Menswear,1025.344827586207
374,14.0,Manfinity Homme Men's Casual Short Sleeve T-Shirt With Letter Print For Summer,0.0,648.85,16.0,#9 Best Seller,in Red Men T-Shirts,772.4404761904761
375,0.0,"Manfinity UrbanChill Men Color Block Striped Short-Sleeved T-Shirt With Letter Logo, Casual Summer Outfit",400.0,863.55,13.0,Unranked(New),Simple Menswear,992.5862068965517
376,5.0,Men's Summer Casual Letter Printed Tank Top,90.0,629.85,20.0,Unranked(New),Simple Menswear,787.3125
377,4.0,Men American Flag & Letter Graphic Tee,1600.0,778.05,7.0,Unranked(New),Simple Menswear,836.6129032258065
378,0.0,Men's Fashionable Summer Coconut Tree Printed Solid Color Tank Top,2000.0,718.1999999999999,10.0,Unranked(New),Simple Menswear,798.0
379,4.0,Men's Summer Letter Striped Printed Short Sleeve Casual T-Shirt And Drawstring Waist Shorts Set,0.0,1395.55,7.0,#3 Best Seller,in Colorblock Men Co-ords,1500.5913978494623
380,0.0,Geometric Sunset Beach Men's T-Shirt,0.0,722.95,7.0,#10 Best Seller,in Plants Men Tops,777.3655913978495
381,9.0,Manfinity RSRT Loose Fit Solid Color Men's Shirt With Pocket Detail Accompanied By Matching Shorts,1600.0,1718.55,7.0,Unranked(New),Simple Menswear,1847.9032258064517
382,4.0,Manfinity LEGND Men's Solid Color Drawstring Waist Cargo Shorts,1000.0,1205.55,14.0,Unranked(New),Simple Menswear,1401.8023255813953
383,0.0,Manfinity Men's Slim Fit Jeans With Slant Pockets And Tapered Leg,1700.0,1880.05,14.0,Unranked(New),Simple Menswear,2186.1046511627906
384,0.0,Manfinity Mode Men Spring And Autumn Classic Notched Collar Single Breasted Long Sleeve Suit Jacket And Pants Business Travel Suit,900.0,3751.55,13.0,Unranked(New),Simple Menswear,4312.126436781609
385,7.0,Manfinity Homme Men Letter Embroidered Polo Shirt,1100.0,949.0500000000001,13.0,Unranked(New),Simple Menswear,1090.8620689655172
386,0.0,Manfinity Basics Men's Plus Size Solid Color Tank Top,100.0,2040.6000000000001,30.0,Unranked(New),Simple Menswear,2915.1428571428573
387,6.0,Manfinity Nomadique Men Summer Solid Color Casual Mesh Texture  Short Sleeve Shirt,0.0,1145.7,11.0,#7 Best Seller,in Plain Men Shirts,1287.3033707865168
388,0.0,Manfinity Swimmode Men Tropical Print Swim Trunks,0.0,699.2,30.0,#10 Best Seller,in Tropical Men Beach Shorts,998.8571428571429
389,10.0,Manfinity Homme Men Half-Placket Short-Sleeved Summer Polo Shirt,600.0,1139.05,13.0,Unranked(New),Simple Menswear,1309.2528735632184
390,6.0,"Manfinity Homme Men Loose Fit Cargo Shorts With Letter Patches And Flap Pockets, Drawstring Waist For Summer",1200.0,1281.55,13.0,Unranked(New),Simple Menswear,1473.0459770114942
391,8.0,Manfinity Hypemode Men Slogan & Cartoon Graphic Tee & Drawstring Waist Shorts,0.0,1362.3,18.0,#5 Best Seller,in Slogan Men T-Shirt Co-ords,1661.341463414634
392,0.0,Men's Color Block T-Shirt And Shorts Set,900.0,1362.3,17.0,Unranked(New),Simple Menswear,1641.3253012048192
393,0.0,"ROMWE Street Life Men's Space Printed Woven Drawstring Shorts, Suitable For Daily Wear In Spring And Summer",0.0,1091.55,14.0,#10 Best Seller,in Animal Men Shorts,1269.2441860465117
394,7.0,Manfinity LEGND Men Cartoon Graphic Tee,0.0,778.05,12.0,#10 Best Seller,in White Men T-Shirts,884.1477272727273
395,0.0,Men's Summer Plaid Printed Round Neck Short Sleeve Casual T-Shirt And Drawstring Waist Shorts Set,40.0,1395.55,7.0,Unranked(New),Simple Menswear,1500.5913978494623
396,0.0,Men Plus Size Casual Short Sleeve T-Shirt With Skull Print And Round Neck For Summer,100.0,690.65,25.0,Unranked(New),Simple Menswear,920.8666666666667
397,8.0,Manfinity Swimmode Men Allover Print Drawstring Waist Swim Trunks,0.0,1052.6,8.0,#9 Best Seller,in Black Men Beach Shorts,1144.1304347826085
398,4.0,Manfinity RSRT Men Tropical Print Shirt & Shorts,1100.0,1756.55,7.0,Unranked(New),Simple Menswear,1888.763440860215
399,0.0,"Men's Swim Trunks, Hawaii Holiday Coconut Tree Ombre 3D Printed Casual Outdoor Beach Shorts, Drawstring Waistband, Single Layer Without Lining, Perfect For Casual, Vacation, Beachwear",0.0,778.05,7.0,#10 Best Seller,in All Over Print Men Swimwear,836.6129032258065
400,13.0,Manfinity Homme Men's Oversized Carrot Pants With Drawstring Waist,0.0,1357.55,7.0,#4 Best Seller,in Casual Men Pants,1459.731182795699
401,0.0,"Manfinity RSRT Men Knitted Fashion Casual Short Sleeve Polo Shirt With Printed Pattern, Suitable For Daily Wear, Beach, Surfing And Vacation",0.0,863.55,13.0,#4 Best Seller,in Floral Men Polo Shirts,992.5862068965517
402,4.0,Manfinity Homme Men Striped Print Tank Top,700.0,787.55,7.0,Unranked(New),Simple Menswear,846.8279569892474
403,0.0,"Manfinity RSRT Men's Coconut Tree Printed Sleeveless Tank Top And Shorts Set,Hawaiian Suit",0.0,1500.05,7.0,#2 Best Seller,in Tropical Men Tank Top Co-ords,1612.9569892473119
404,0.0,Men's Casual & Commuting Round Neck T-Shirt With Teddy Bear & Letter Print,100.0,456.0,49.0,Unranked(New),Simple Menswear,894.1176470588235
405,0.0,ROMWE Men Short Sleeved Y2k T-Shirt With Slogan/Character Print For Summer,0.0,1063.05,13.0,#9 Best Seller,in Animal Men T-Shirts,1221.896551724138
406,8.0,Manfinity Basics Men Drawstring Waist Slant Pocket Sweatpants,100.0,826.4999999999999,34.0,Unranked(New),Simple Menswear,1252.272727272727
407,9.0,Manfinity Swimmode Men Solid Drawstring Waist Swim Trunks,2700.0,973.75,12.0,Unranked(New),Simple Menswear,1106.534090909091
408,4.0,Manfinity Homme Loose Fit Men's Color Block Polo Collar Long Sleeve Sweatshirt,0.0,1129.55,19.0,#8 Best Seller,in Fabric Men Hoodies & Sweatshirts,1394.5061728395062
